resume_index,job_1_match_score,job_2_match_score,job_3_match_score
3736,"('UAE IT recruiter', np.float64(0.8140096500335916))","('Sales Executive', np.float64(0.8094281961045177))","('Digital Marketing Manager, Project Manager SEO, Project Analyst SEO, BDE , SEO Executive, Inside Sales', np.float64(0.7957898048777223))"
3737,"('Assistant Supervisor', np.float64(0.8381551044140958))","('Senior Analyst - Procurement Operations', np.float64(0.8330302727507789))","('PHP (Laravel)', np.float64(0.7954909286012702))"
3738,"('US TAX Analyst', np.float64(0.8103312503253562))","('US TAX Analyst', np.float64(0.8103312503253562))","('Assistant Manager Finance', np.float64(0.7719109347689679))"
3739,"('Zoho CRM Developer', np.float64(0.9227986041964193))","('InfoTech - Business Analyst – Commercial', np.float64(0.9067049428895545))","('InfoTech - Business Analyst – Commercial', np.float64(0.9067049428895545))"
3740,"('Financial Accountant', np.float64(0.9028975053997047))","('account internship', np.float64(0.8677672481269898))","('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.8600992695584855))"
3741,"('Branch Manager', np.float64(0.7114968492424901))","('Team Lead - Specialty Analyst', np.float64(0.7067307441126731))","('Technical Delivery Leader - Data Engineer', np.float64(0.6912169507730196))"
3742,"('Content Editor MotoGP', np.float64(0.9336077725697207))","('Content Specialist', np.float64(0.9120337103077284))","('Copywriter', np.float64(0.8493013553809705))"
3743,"('Actuarial Analyst', np.float64(0.9173077961137182))","('Data Modeller', np.float64(0.9089479563315505))","('Executive Assistant', np.float64(0.9064269396941111))"
3744,"('Business Development Specialist (EV)', np.float64(0.9420518415524873))","('Feild sales', np.float64(0.927435107278728))","('SailPoint Developer', np.float64(0.9216594958131503))"
3745,"('Machine Learning Engineer', np.float64(0.9503473017318412))","('Machine Learning Engineer', np.float64(0.9503473017318412))","('Salesperson', np.float64(0.8975357833522927))"
3746,"('Zumba Instructor', np.float64(0.8021984460237978))","('German Interpreter', np.float64(0.7446751606064944))","('Teacher', np.float64(0.7404466160346439))"
3747,"('Engineering Manager I (Innovation)', np.float64(0.9681604335169391))","('Perceptyne Robots – Embedded Systems Engineer (L3,4) – JD', np.float64(0.9605433968095898))","('Perceptyne Robots – Embedded Systems Engineer (L3,4) – JD', np.float64(0.9605433968095898))"
3748,"('Data Analyst', np.float64(0.9070042160656471))","('Data Analyst', np.float64(0.9070042160656471))","('Educational Counselor', np.float64(0.8743525515216559))"
3749,"('Functional Safety Engineer', np.float64(0.8869593701754972))","('Technical Architect', np.float64(0.8262625467120189))","('Kafka', np.float64(0.7803274413797793))"
3750,"('Data Processing Coordinator', np.float64(0.9177108400601603))","('Data Labeler', np.float64(0.8445718354682604))","('Project Manager', np.float64(0.8191114104352865))"
3751,"('Human Resources Specialist', np.float64(0.9753909387343342))","('Human Resources Specialist', np.float64(0.9652350824905483))","('Azure DevOps Engineer', np.float64(0.9245074454864022))"
3752,"('Relationship Manager - Wholesale Banking Group', np.float64(0.7738259015412055))","('Anti-Money Laundering Analyst', np.float64(0.7601082099284492))","('Senior Wealth Manager', np.float64(0.752324114454176))"
3753,"('Educational Counselor', np.float64(0.7779610544319316))","('Mumbai', np.float64(0.7552399877164423))","('Educational Counselor', np.float64(0.7399673935853838))"
3754,"('Digital Marketing Analyst', np.float64(0.9506165314800128))","('Search Engine Optimization Analyst', np.float64(0.9208480022303572))","('Sales and BD- Influencer Marketing', np.float64(0.8967487857175728))"
3755,"('Floating Staff Payroll Manager', np.float64(0.8955890030006515))","('Lead Fullstack Developer - Java & React [T500-5049]', np.float64(0.8497100894458105))","('Operations Engineer cloud service', np.float64(0.8431035770047315))"
3756,"('Hardware Power Electronics', np.float64(0.9523540060900922))","('Electrical Engineer', np.float64(0.8911559869336435))","('Senior Electrical Engineer', np.float64(0.8911559869336435))"
3757,"('Female only- Sales All-Rounder/Sales Specialist', np.float64(0.7740264086019761))","('Sales Intern', np.float64(0.754270712350547))","('Sales Executive', np.float64(0.7494596863419823))"
3758,"('Azure Integration Developer', np.float64(0.8462639527279643))","('Interim Legal Counsel', np.float64(0.8448231922163507))","('Estimation Engineer', np.float64(0.8424615995279442))"
3759,"('Teacher', np.float64(0.8313435427645384))","('Online Tutor', np.float64(0.7589229384910707))","('Robotics Tutor', np.float64(0.7552185624768231))"
3760,"('Medical Review Associate', np.float64(0.7986975922542171))","('Medical Review Associate', np.float64(0.7986975922542171))","('Duty medical officer', np.float64(0.7904446693627857))"
3761,"('Branch Manager', np.float64(0.8918052380269975))","('Configuration Management Analyst', np.float64(0.8094562442355037))","('Finacle Project Manager', np.float64(0.7988517322067938))"
3762,"('PLC Programmer', np.float64(0.9507162010893506))","('PLC Programmer', np.float64(0.9507162010893506))","('Embedded System Engineer', np.float64(0.8956253068085293))"
3763,"('Demand Generation Manager/ Executive - 2 to 6 years', np.float64(0.8428054869433028))","('Female only- Sales All-Rounder/Sales Specialist', np.float64(0.8371231424511973))","('Sales Executive', np.float64(0.8340824604736958))"
3764,"('Product Marketing Manager', np.float64(0.9734679737483987))","('Product Marketing Manager', np.float64(0.9734679737483987))","('Customer Success Analyst', np.float64(0.9717110060577305))"
3765,"('Human Resources Specialist', np.float64(0.9208249498774493))","('Intern', np.float64(0.8429254941437527))","('Sales Officer', np.float64(0.8357377407833684))"
3766,"('Azure DevOps Engineer', np.float64(0.87307689661293))","('Azure DevOps Engineer', np.float64(0.87307689661293))","('Azure DevOps Engineer', np.float64(0.87307689661293))"
3767,"('Operations Analyst (Contractual Role)', np.float64(0.7869778801434848))","('Odoo developer', np.float64(0.7791846845218516))","('Odoo developer', np.float64(0.7791846845218516))"
3768,"('Sales Intern', np.float64(0.9211365037563536))","('Assistant Manager -Customer Experience', np.float64(0.8630273710930308))","('Inside sales counsellor', np.float64(0.8340335932063357))"
3769,"('Business Analyst', np.float64(0.8361543577226166))","('Business Analyst', np.float64(0.8361543577226166))","('Financial Business Analyst', np.float64(0.8360158542931311))"
3770,"('Cobol Mainframe Developer', np.float64(0.8818219298332411))","('Cobol Mainframe Developer', np.float64(0.8818219298332411))","('Senior Service Desk Analyst', np.float64(0.8708110098781487))"
3771,"('Senior Analyst- Tax Technology', np.float64(0.8461920705985625))","('Senior Analyst- Tax Technology', np.float64(0.8461920705985625))","('Chartered Accountant (For Startup) 0-2 Years Exp', np.float64(0.8297481739787856))"
3772,"('Senior Analyst- Tax Technology', np.float64(0.864724063898249))","('Senior Analyst- Tax Technology', np.float64(0.864724063898249))","('Senior Analyst - Asset Coding', np.float64(0.8551635859103088))"
3773,"('Game Developer', np.float64(0.8430959275219384))","('Volunteers', np.float64(0.8018722952992494))","('Product Support Analyst (remote)', np.float64(0.7941656988285093))"
3774,"('Citrix - Technology Analyst/Lead', np.float64(0.9241813993287187))","('Lead AI Scientist - Chennai, India', np.float64(0.8925765353136922))","('Lead AI Scientist - Chennai, India', np.float64(0.8925765353136922))"
3775,"('Data Engineer', np.float64(0.9645072096855234))","('Data Engineer', np.float64(0.9645072096855234))","('AI/ML Lead', np.float64(0.9513341724100614))"
3776,"('Data science trainer', np.float64(0.7629000948024944))","('Online Tutor', np.float64(0.7497804499624258))","('IB Diploma Programme Coordinator, IB DP Coordinator', np.float64(0.7410365221799533))"
3777,"('Principal Engineer', np.float64(0.9145883227937314))","('Python Developer, Forward Kitchens (Remote) - $60,000/year USD', np.float64(0.9055961460293582))","('Python Developer, Forward Kitchens (Remote) - $60,000/year USD', np.float64(0.9055961460293582))"
3778,"('Executive Assistant', np.float64(0.8023784467415958))","('Executive Assistant', np.float64(0.8023784467415958))","('Executive Assistant', np.float64(0.8023784467415958))"
3779,"('workday developer', np.float64(0.8623703344176878))","('WORKDAY DEVELOPER', np.float64(0.8623703344176878))","('WORKDAY DEVELOPER', np.float64(0.8623703344176878))"
3780,"('Collections Specialist', np.float64(0.9220634889260271))","('Senior BI Analytics Engineer', np.float64(0.8736052821449536))","('Business Development Manager', np.float64(0.8730812324529542))"
3781,"('Content Writer', np.float64(0.9783380324800056))","('Sitecore Developer (Nagpur/Pune)', np.float64(0.9758618699803385))","('Node.js developer', np.float64(0.9752752765278078))"
3782,"('Growth Rockstar (Business Development)', np.float64(0.8301368856579953))","('Senior Machine Learning Engineer', np.float64(0.8226211428660808))","('Chef', np.float64(0.8212131073828093))"
3783,"('Information Technology- Internal Auditor', np.float64(0.9326492353648264))","('EDI Developer, Associate', np.float64(0.9201335538472604))","('Manager- Internal Audit', np.float64(0.9138240982010908))"
3784,"('Software Engineer Machine Learning Platform', np.float64(0.8871336459099046))","('Interface Developer', np.float64(0.8848619239266995))","('Data Base Designer', np.float64(0.8761928253927953))"
3785,"('Assistant Professor of Computer Science', np.float64(0.8457180815855287))","('Guidewire PC Configuration Developer', np.float64(0.8181424989950367))","('Senior Machine Learning Engineer', np.float64(0.8151787853436736))"
3786,"('https://jobs.mahindracareers.com/job-invite/30876/', np.float64(0.8626889687797608))","('Relationship Manager', np.float64(0.8412822009601595))","('Quantitative Trader', np.float64(0.8400666083057684))"
3787,"('Sr Product Designer', np.float64(0.8689214040266943))","('Architect', np.float64(0.8403414149849747))","('Graphic Design Intern', np.float64(0.8298913580746825))"
3788,"('Sales Intern', np.float64(0.8777232110585985))","('Business Development Executive', np.float64(0.855691043098326))","('Inside sales counsellor', np.float64(0.8520077248132318))"
3789,"('Azure DevOps Engineer', np.float64(0.931428206660925))","('Azure DevOps Engineer', np.float64(0.931428206660925))","('Azure DevOps Engineer', np.float64(0.931428206660925))"
3790,"('Senior Analyst- Tax Technology', np.float64(0.7851568924104564))","('Senior Analyst- Tax Technology', np.float64(0.7851568924104564))","('Senior Manager - Finance and Accounts', np.float64(0.7722125755520712))"
3791,"('Golang Developer', np.float64(0.9509659293344281))","('Multimedia Developer', np.float64(0.9470782875230008))","('UMD / KMD - Driver Development Expert', np.float64(0.9396596688995538))"
3792,"('MongoDB Developer', np.float64(0.9305828907822185))","('Marklogic Developer', np.float64(0.9081016072229832))","('Marklogic Developer', np.float64(0.9081016072229832))"
3793,"('Zoho Developer', np.float64(0.9628559621498738))","('Zoho Developer', np.float64(0.9628559621498738))","('Zoho Developer', np.float64(0.9628559621498738))"
3794,"('Python Developer', np.float64(0.8177459544023707))","('Need a http/2.0+tls streaming proxy fully async implemented in rust.', np.float64(0.8100549481579448))","('MSP Program Manager', np.float64(0.7761835210942046))"
3795,"('Project Manager', np.float64(0.766812957936147))","('MS SQL Developer', np.float64(0.7631247735872535))","('MS SQL Developer', np.float64(0.7631247735872535))"
3796,"('Mass Tort Data Mining Specialist', np.float64(0.7808323515886314))","('Mass Tort Data Mining Specialist', np.float64(0.7808323515886314))","('Executive Assistant to U.S. Attorneys', np.float64(0.7585362063340262))"
3797,"('Research and Promotions intern', np.float64(0.9025611478497803))","('Business Analyst', np.float64(0.8669685842651658))","('Research Intern', np.float64(0.8589893646555496))"
3798,"('Senior Staff Data Scientist', np.float64(0.9664235600769894))","('Senior - Revenue Accountant', np.float64(0.9659963448780521))","('Product Specialist', np.float64(0.9626008174935522))"
3799,"('News Reporter', np.float64(0.8909561317013213))","('Public Relations Executive', np.float64(0.8138122136407497))","('Customer Relationship Management Executive', np.float64(0.7866822855401893))"
3800,"('Senior Content Writer', np.float64(0.8853951315991623))","('.Net Developer ( 7 - 11 years Mandatory)', np.float64(0.8740536637094908))","('Sail Point Developer', np.float64(0.8537559884381924))"
3801,"('Marketing Executive', np.float64(0.9124996025828829))","('Data Manager', np.float64(0.9060593968344546))","('Sales and BD- Influencer Marketing', np.float64(0.8929888796061055))"
3802,"('Java Support :- Client Services Analyst', np.float64(0.9922652068081917))","('Java Support :- Client Services Analyst', np.float64(0.9922652068081917))","('Content Writer', np.float64(0.9767197211000257))"
